cat,label,review
书籍,1,"在女儿的一再要求下,决定买了算盘给女儿拨着玩,让她感受下算珠的手感和其中的乐趣..只因自己记不太清楚算珠的拨法了,怕误导女儿,所以买了此书.网上关于珠心算的书很多,要选好选对一本不容易,抱着试试看的心态进入了跟女儿一起了解的过程.....书的设计不错,挺适合刚接触珠算的小朋友,女儿很喜欢,愿意自己看着图跟着一页页地练习,看到女儿自我陶醉的样子,全家人挺开心的."
书籍,0,这本书我购买了，当当没有给我送到且没有任何解释！！！！！ 、、、当当，差距还是挺大的，
书籍,1,在起点追读已久，听说出实体版了，特意买来收藏，也方便我继续向别人推荐这本书。在人人想做颠覆世界、掌控一切的大人物的书海中，忽然看到这样一本写平常心的小人物，而且写这如此有创意如此爆笑的书，实在是太难得了！吃饭喝水时不能读，会喷饭；上班时不能看，会突然爆笑被发现... 实在是让人很开心同时又常常会觉得非常温馨的一本书，可以轻轻松松就一口气读完非常流畅。
书籍,0,多次多套购买此书，有一次购了一套此书，还要收邮费，我觉得很不合理。
书籍,0,这本书没有写适合的读者群。我买来翻了下，原来是刚学英语的小孩看的。
书籍,1,感觉这本书很不错，推荐给朋友，朋友也非常喜欢，就从当当再次订购了瑞典林西莉的《汉字王国》，一本是朋友的一本自己读，很好。
书籍,0,听很多朋友说起这本书，自己也被书的名字吸引。买回来看看也不过如此，很多观点是与自己相悖的。可能是国情不同，不能完全照搬。总之比想象差很多，有点失望。
书籍,0,"书看到最后几页居然是?双眼皮?,所有的字都印成了两遍头，根本就不能看。书的质量实在太差."
书籍,0,"怀着期盼的心情买此书,拿到手后是悔恨啊!极其不适合孩子,图片有些扭曲人品，很恐怖，容易给孩子造成心理阴影，还是要给孩子比较阳光,明朗的好书籍.建议当当网再推荐时,请仔细挑选．！！"
书籍,1,有人说，恋爱才是人生真正的开始。那么初恋，一定是这段旅程的起点。有人说，初恋是刻骨铭心的。因为那最初的幸福，才是最甜蜜的回忆；最初的痛，才真正痛彻心扉。小娴说：“所有的初恋都是丑小鸭，后来的爱情哦那个，是羽化了的天鹅。”这个仍然相信爱情的女人，把初恋的甜蜜和苦涩，以及无奈都淡淡地写出来，却深深地打动着我的心。相信每一个经过初恋的人，都能够在里面找到自己，也看到别人。
书籍,0,"给孩子朗读的好处大家都知道,关键是如何读,读什么.书中举的例子都是国外的,没有中国孩子的读书名单."
书籍,0,也许期望过高，拿到此说后，读了一部分觉得不过而而，空泛大于具体，现在不知道把该书放哪儿了。。。
书籍,0,破玩意儿，文笔实在太烂。不明白为什么怎么有这么多人给它 5 颗星。你们工作过吗？
书籍,0,可能是那个时代的真实写照但是我有点看不下去看到把家里钱都花光房产地产全输光老爹气死的这里个人无法接受这种生活状态活着应该是为了让生活更好，而不是让生活更差没兴趣再看下去了
书籍,1,这是一本不算好读的书，是一本让人快乐不起来的书。我是学生态学的，可以理解接受大部分的概念，而对于其他人则不是很清楚。一个一个例子让我很疼。我是在坐火车时读的，8个小时读了115页，这对我很难得，我已经很久没静下来一口气读一本书。感觉只有心痛。这本书不是文学作品，也不是纪实报告，而是科学，真正的理性的科学。所以奉劝想要看这本书的人注意，这不是一本好看的小说，而是一本严肃的科学。
书籍,0,非常的一般，如果能把单词配在简单的句子里一起举例的话，那就更好了，特别是那些情绪单词！
书籍,0,"看到一半的时候,有几页纸是空白的,蛮好的一本书就这样中间断了一截.想退货,可是已经在书上做了笔记."
书籍,1,黑塞出身于一个高级知识份子家庭。父亲是一位传教士，母亲和外祖父则是著名的印度历史学者。从小的耳濡目染让黑塞对印度的历史和宗教有着深刻的了解和认识。悉达多的得道之路充满艰辛，黑塞的现实生活也是荆棘丛丛。也许在他的心中，自己就是这个不断潜行的婆罗门之子，终将在一次次的追寻后找到自我灵魂中光明圆满之地。诗歌般优美的文字中散发出淡淡的禅意。绝对值得一读！
书籍,0,"当当书多,服务差,承诺退的书 还是没有退"
书籍,1,作者的理念很好，主要是看一个公司的内部情况来决定股票的情况。操作比较难，作者也承认，所以他说还是让基金经理来做书中的事情吧。对我启发不是在于买股票，而且如何做企业，如何培养员工；我想刚毕业找工作的学生应该看看，你到底应该区一个什么样的企业工作；以后会当老板的，也应该看看，如何对待员工，如何对待企业等等。作为股票类的书，我觉得应该是三星；但它给了我其它方面的启发，所以加了一个星。
书籍,1,初次看这本书的时候，是因为看到作者的经历异于常人，而自己骨子里的叛逆思想渐渐浮上心头。买回家来看之后渐渐地融入到了书里，把自己原先的思想一扫而空。这不是一本单单介绍人生经历的书，而是一部展示一个人的心理历程的书。一些想不到的经历，把你的心带到另一个遥远的地方。慢慢地，慢慢地，每个人都成为了《项塔兰》的主人公，在心中留下一个永远的憧憬与向往。
书籍,0,抱着很大兴趣买的，买来粗粗一翻排版很不错，姐姐还说快看吧，如果好我也买一本。可是真的看了，实在不怎么样。就是中文里夹英文单词说话，才翻了2页实在不想勉强自己了。我想说的是，练习英文单词，靠这本书肯定没有效果，其它好的方法比这强多了。
书籍,1,用一天的时间一气呵成的看完，和之前看过匪的书感觉一样，感人浪漫，拿起来就让人欲罢不能，也幻想自己能遇到这样的男主角，感叹女主角悲剧的命运，但是跳出来清醒的一想，这个小说真的是远远的脱离了现实，主人公生活奢华的充满糜烂的气息，灰姑娘受到王子如此不理智的热爱，现实中稍稍成熟和理智的人都不会如此，生活还是生活，而这个书也只是一本现代童话故事吧。
书籍,0,怎么读《论语》，是于丹自己的事；这么读《论语》，是中国历史的过错；这样说《论语》，就是于丹的罪恶了。
书籍,0,怀着十分激动的心情放映，可是看着看着发现，在放映完毕后，出现一集米老鼠的动画片！开始还怀疑是不是赠送的个别现象，可是后来发现每张DVD后面都有！真不知道生产商怎么想的，我想看的是猫和老鼠，不是米老鼠！如果厂家是想赠送的话，那就全套米老鼠和唐老鸭都赠送，只在每张DVD后面添加一集算什么？？简直是画蛇添足！！
书籍,0,有些失望，没有想象中的好。比较适合幼儿园的孩子阅读。但对于小学生不是太好。
书籍,1,台湾学者台湾学者蒋勋《中国美术史》（2008年7月，三联书店），作为一本普及性的读物，作者能将复杂的美术史化为简洁优美的散文，学术性融于可读性之中，称之为写给大家的书，实不过誉。没有一定的学力，很难写出这样的读物来。学力孱弱如我者，讲起中国美学总是失之晦涩，所以在书店看到这本印刷精美的图册，就已决定要买下。读完推荐给了许多年轻的学子。
书籍,1,此书从古代汉语的角度出发，详细地分析了“是”的来源和成因。是纵向研究，换句话说研究通时语言学的一本值得参考的好书。但不知是何原因，这本书寄到手中时书皮非常脏，很多土而且磨得很厉害，还好是硬装版我只好将外皮扔掉，希望当当下次注意检验之后再发。另外，买书时书的题目是“汉语系词“是”的来源与成因研究”。买到手中才知道全是繁体中文，有些惊讶。
书籍,0,我共买了7本，大多书的纸质很差，很轻，像盗版，希望管理员能标明纸的质量，如果下次再发现这个问题退货。。
书籍,0,生小孩后可以看看，其他时间就没必要了
书籍,1,我在上大学二年级的时候，英语阅读中有一篇课文就是节选自本书的英文原版。当时读了以后，非常认同作者的观点，并且从那是开始就暗下决心：等我有了孩子，一定要坚持给TA朗读！现在我马上要当妈妈了，所以就买了这本书，希望在宝宝出生之前好好学习一下朗读方面的知识，为今后做好准备。^_^希望更多的爸爸妈妈也能加入给孩子朗读的队伍，一起给宝宝朗读吧！
书籍,0,包装太差，送过来的书角是破的，还有泥，装订也不整齐，郁闷
书籍,0,这本书其他地方都很好。就是装订有错误！好在这本书是交大印刷厂印的，我就又去换了一本。i希望厂家以后给其他人发货时注意一下！
书籍,1,本来是在网上试读，觉得mook书的创意就已经很吸引、符合自己的阅读爱好，再加上一般超级炫的作者头衔，所以买了第一集，确实不错，很喜欢，值得收藏！又下手收藏本集啦！
书籍,1,买下这本书，是因为它唯美的名字，以及书后的张小娴，安妮宝贝等我喜欢的作者的话。这本书的故事还是比较吸引人，但是读完了的感动之余，我多少觉得它的情节有些老套，呵呵。不过对故事的主角孙嘉遇的刻画还是挺不错的，我挺喜欢他的，呵呵但是真正的感动和身在其中还是要看 《匆匆那年》和《山楂树之恋》！
书籍,1,"看看书的封面,就猜到儿子肯定喜欢,果然不出所料,书来的时候是婆婆收的,第二天要送儿子上学的时候才看到的,儿子就吵着要讲,我说要上学了,晚上再讲吧.到了晚上一讲就讲两遍,还要讲……，但是太迟了已经快十一点了，所以不能再讲了。前一段时间去池塘抓小蝌蚪,还叫我们养它,可是我们去越养越瘦,越养越少,他很喜欢那些小蝌蚪，我就是冲着那些密密麻麻的可爱的蝌蚪买的，就像我们在池塘看到的一样。"
书籍,1,桐华的书貌似我都看过了，都好喜欢，而且都那么紧张，让人沉沦，每次看了都不想放下，这次也是，3本书几个晚上就看完了，都熬到12点多实在不行，早上要早起上班，只能睡觉。情节很吸引，云歌我不知道这样算不算一个好结局，但是在我看来这个结局还是挺完美的。虽然不是大团圆，至少很符合人的心理！对于刘弗陵和云歌的爱情，中间还让我哭几次，可怜的人（但无可恨）……喜欢~值得一看
书籍,0,明明说有货，结果送货又没有了。并且也不告诉我，怎么评啊
书籍,1,"我们对待数据统计的态度,就像对待领导或者家长,原本应该是很值得信任的,因为他们有一堆道理要告诉你,无论是经验上还是学问上，都觉得应该是对的,但就象领导也会犯错误一样,统计数据也有不牢靠的时候,他们也会在错误的时间出现在错误的场合,如何我们还是如常的言听计从,就是我们自己过于迂腐了,看了这本书,你会更加怀疑数据的权威,并时常保持这种怀疑,因为欺骗越来越多了."
书籍,0,这本书写得一般，没有什么实质性的内容。
书籍,1,发的时候点错了，不好意思。本评论是针对游蜀杂俎的。关于独行中国，感觉和上面几位一样。
书籍,0,5月8日付款成功，当当网显示5月10日发货，可是至今还没看到货物，也没收到任何通知，简不知怎么说好！！！
书籍,1,爱，是缠绕在心底的藤蔓。他们初相识，那么纯净，像两颗冰块一样透明。只可惜，她想走的是另一条路。谁也不能说她的选择有错。一个女孩，选择背负生活的重担，依靠自己打拼一片天。多么不容易。牺牲良多，好歹自给自足，丰衣足食。按照马斯洛的需求层次论：“生理”、“安全”、“感情”、“尊重”、“自我实现”来讲，衣食足，温饱、安全问题得到解决，才有可能在平等的基础上寻求感情，既而享受被尊重，实现自我。女孩的人生成功了，不过，遗憾的是，男孩却等不到这一天。归根到底还是感情不够坚定吧。爱亦舒，爱她够现实，人在感情上总是渴望回报，没有人可以坚持到天长地久，海枯石烂。可是，我仍然觉得很遗憾。我骨子里盼着他们最后能在一起。我在心底为了他们每一次的见面欢呼，为了他们的无缘而伤感。我始终觉得，他们应该是一对的。可惜他们从某一个点出发，到后来发现已经离开对方太远了。我最痛恨的地方是，有很多人，他们分开，再没有回头的机会。男孩和女孩不同，他们总是相遇，却白白让感觉溜走。徒然使我这样的看倌着急。爱情这东西，当珍惜时且珍惜，它绝对会随着时间的流逝而淡去的。再次对女孩的抉择表示钦佩。由于她的理智，“生理、安全、尊重和自我实现”都做到了，唯一缺少的是感情。而感情是多么不靠谱，假若有一天，彼此倦了，岂不一无所有。最后那男孩还不是选择了另外的人。在文章的最后，女孩说，她现时拥有的一切，均由她最最珍贵的一样东西换来。可是我想，假使再给她一次机会，只怕她会做出同样的选择。留一个自己爱过的人在心里，在今后漫长的年月里细细回味，从这一层来讲，女孩还是统统都得到了。不是吗？
书籍,0,天哪，儿子简直超级喜欢轱辘轱辘转，买回来不到一个月几乎就翻烂了。现在可以说对这本书是倒背如流，随你反倒那一页，他就知道前面一页是什么，后面一页是什么。
书籍,1,在当当买这本书还是物有所值。暮光之城系列中最后也是最厚的一本，让我等了好久，终于等到了。作者对人物内心世界的刻画还是那么精微，但是最后大决战的部分写的有点弱，她要是看过金庸就好了，决战靠着贝拉的超能力基本没怎么动手嘛，相信很多人和我一样，唯恐天下不乱，希望看到精彩的对决。感觉意犹未尽，还有线索人物没有细说，不知道作者想不想继续下去了。希望还能继续看到此系列的故事。
书籍,0,"内容简单易懂,色彩柔和,教会宝宝日常生活中应有的礼貌,行为等.如玩耍时要学会排队,谦让..."
书籍,1,"我花了整晚的时间读完了全书, 读着就实在丢不下该书. 从书中我感受到池莉对女儿浓浓的母爱,但是又很理性,不是宠爱,也不是以爱的名义逼迫女儿去做她不喜欢的事. 她给女儿百分的信任,尊重,还有支持. 这些都是一个母亲真实的爱, 又理性. 我很佩服她,她女儿也成长为一个有爱心,信心,自尊自爱自强的人. 这是最重要的. 什么是成功,这就是成功,做人的成功.我很庆幸买了此书, 希望自己也能是一个好母亲."
书籍,1,当年在晋江上苦苦追文，是因为看了算不少清穿都是一个人，没有亲密的好姐妹一起穿的，这样呢就不用大段的番外，而且可以从不同的角度来看待同样的事情，还想高考完了自己写个两个人同时穿越的，然后就看到了《清梦无痕》，和我想的如出一辙，所以就很喜欢
书籍,1,三部曲都读完了，暗夜精灵一万年以前都做了一些什么也都了解了一些．说什么呢？作者的构思其实挺不错的．伊利丹的痴迷于恶魔的魔法，高精灵族的趋向，德鲁伊的诞生．还有暗夜精灵的男人为什么那么少，在书中都有答案．读到蓝龙一族的未来，其实挺伤感的，未来一万年，这些生物都处于灭绝的边缘，死去的蓝龙后来都变成了天灾的冰霜巨龙了．书写地不错．
书籍,1,喜欢微微的勇敢和敢爱敢恨，那是怎样的勇气让她那样的义无返顾？陈孝正总是以为，无论他什么时候到，微微总是在原地等他，但是他怎么可能理解微微在等待的过程中需要多少次的自我安慰和期待？他给她的，我倒感觉像是依赖，因为习惯，所以有了依赖，就算等若干年之后他愿意为了微微放弃一切的时候，也很那分辨那到底是爱还是男人征服欲望的驱使？微微执着的让人心疼！
书籍,0,我觉得内容很空，不如简介里说的好，虽然书很厚但文字大，行距也大。20多分钟就基本翻完了
书籍,0,"没说什么实质内容,说的都是别人的东西"
书籍,1,如果你不知道马云是谁，我告诉你，淘宝是他的，阿里巴巴是他的，雅虎是他的。马云带领阿里巴巴，从平凡走向成功。有人说马云是骗子，疯子，狂人。但是最终马云向大家证明了，他说的他都做到了。年轻人想成功关键在执行力！！！晚上想很多，第二天照样骑自行车上班的，是不行的！我要向大家证明，我有能力，成为唐军第二，马云第二！加油，向着理想狂奔！！！
书籍,1,《何以》整篇文看过之后，没有一点拖沓、掉节的感觉，很连贯，不拖泥带水。文字好像有股清香，有股力量，吸引我，一步一步拉着你无法自拔。根本不想跳过任何一段，没有文字是将就的。真是很喜欢。喜欢何以琛，喜欢赵默笙，同样的深情。记得很深的是——①如果世界上曾经有那个人出现过，其他人都会变成将就。他说，我不愿意将就。②悄悄，是离别的笙箫，沉默，是今晚的康桥。很喜欢很喜欢，值得一读
书籍,1,这本书没白买，在小面积居室内怎样增加收纳的空间有很多创意，大到家具的布置，小到柜子里的收纳，很实用兼顾美观。基本上都是讲100平方以下的居室的收纳。适合普通家庭。以前总觉得家太小，东西没地方放。看完后，居然清出一小柜子，给我女儿挂衣服。下一步，打算清理书柜，腾出地方，放新书，再下一步，就打算增加几个篮筐，解决我堆放旧报纸和女儿玩具的问题。
书籍,0,因为这是本很多人都说好的书，我才买来看的，也许是余华写的东东和我本人的套路完全相克吧，我觉得他这书写得差劲极了，我个人感觉他有点模仿王小波，但是那种控制文字的能力差得远，所以不伦不类的，非常后悔买这书。
书籍,1,这是一部奇书```贵在它的勇气反封建反礼教 请问 五四运动是有意义的么??如果当今又开始重新推崇“君君 臣臣 父父 子子”那么 谭嗣同“请从嗣同始”的一批有为青年的牺牲是为了什么??历代统治阶级编造的所谓“二十四史” 都是为了统治的假历史鲁迅说“翻开.....我所见到的只有?吃人?这两个字....”不想多说什么 只希望那么被蒙蔽着双眼麻木了的人好好看看清楚这种可贵的自由精神的勇气````
书籍,1,买这个书实属意外，拿到书以后第一时间看完，意外地精彩。关于生活的琐碎，书里描写得是十分细微的。但并没有琐碎而使故事变得流俗，且作者笔调里的积极的那些东西十分地打动人。最喜欢邓佑真，一如她名字里的“真”字，她真是个十分讨喜的主角。画面感很好，大概是因为要电视剧化的缘故？总之，实在是太欢乐了，喝水吃东西时就不要看了……比较可惜的是，乔锐还是觉得着墨不够？小声说……
书籍,1,十一届全国人大二次会议审议通过了温家宝总理代表国务院作的《政府工作报告》。报告回顾了2008年政府主要工作，总结了过去一年改革开放和社会主义现代化建设取得的重大成就及面临的困难和挑战，提出了2009年政府工作的基本思路、主要预期目标和主要任务，对国民经济和社会发展各项工作做了全面部署。为了帮助广大干部群众更好地学习和贯彻落实报告精神，国务院研究室编写组编写了这本辅导读本，对《政府工作报告》的主要内容做了全面、深入、翔实的解读。国务院研究室主任谢伏瞻为本书作序。这样权威的书籍，我向每一位有志于提升理论水平、有志于关注国家大事的读者郑重推荐此书。如果拥有这样的一本权威的解读书籍，好好认真读一读，也是一种不错的享受。因为，我已经花很长时间细细研读了它，从中学到了不少有益的东西。而有益的东西永远是属于自己的，属于可以随身携带装在大脑里随时可以输出的。
书籍,1,这套书真的很不错，就像在讲述一个小孩子的故事，点点滴滴透露着作者的痛心，读后觉得心情很轻松，儿子每每在读这些书的时候都会被里面的内容吸引的开心大笑，也让他从一个淘气的孩子变成一个爱读书的孩子，从客厅到书房，到厕所，到学校，总是爱不释手，带到学校去也成了同学们互相借阅的热门书籍。也很感谢老师的推荐，让孩子在紧张的学习生活中寻找到了快乐的答案。
书籍,1,很好看的一本书。貌似言情小说，却又夹杂了很多的艺术与史实在其中。第一次真正感受到宋代皇族的生活，隐约觉得这样的描写才是更贴切的。他们的服饰、言谈、居所以及情感，与曾经的意识大相径庭。但是这样的一切是那样的神秘和吸引人。他们的情感与常人无异，但是他们的处理方式和选择结果却与常人太不同。无奈却又不得不为。其实，不光是皇家，即便是普通的人，又有多少无奈呢？
书籍,0,我买养生的书都是送给老人的，他们说这书不错。
书籍,0,"书拿到手的第一感觉------盗版.装订的特别差,页边全是锯齿状的."
书籍,1,买这本书是因为要去美国学房地产分析，所以想先了解一下那里的财产法。书拿到手后首先觉得设计很好 封面简洁，开本大小适中，字体印刷也很清楚。这几天看了第一部分，更觉得买这本书的决定是正确的。它不是一本单纯罗列法律条文的书，而是从立法的角度介绍财产法，为了使读者更好的理解，在有些条款后还增加了浅显的例子。总的来说 我非常喜欢这本书。
书籍,0,写的就是现实的生活，汗贴切、不过画画的风格我不是很like
书籍,1,其实这本书是买给我自己看的，因为MY BABY 才一岁七个月，怎么可能看书呢？但是我发现她很喜欢画画。我只会教她画最简单的苹果、香蕉之类的简单物品，其它的画太复杂她学不会，画太简单了自己看着都不像。于是，想到买本书来，自己先学，然后再教她画，准确的说是画给她看——因为她太小了，自己只会画圈圈！~~明白了吧，感觉挺有意思的。看着书上的可爱图案，为了孩子学学无妨！
书籍,0,买错了，高中毕业就不必看了，没什么好处。
书籍,0,不喜欢，书的内容很散，类似用博客的形式，想到哪写到哪，没有系统性的归纳。还有好些是病人与医生的问答，不能通用。尽管有些内容和观点具有很好的参考性，但总体我不大喜欢这本书，准备转送给老人，也许她有时间用心研读，会喜欢这本书。
书籍,1,"比较遗憾的是, 中译本略去了原书第1卷第1章第4节. 这一节是介绍当时的计算机器 (calculating machines) 的. 虽然那些机器现在已经不用了, 但了解一下又何妨? 我本想把该节的内容放在这里, 但是由于字数限制, 只好作罢."
书籍,1,朋友推荐了电影，看后总觉得演绎的不够完美、细腻，这一直是我对电影和读书的理解。读完后亦如自己的预料。被故事中超越常理的感情感动，“爱情”又一次在年龄上展现她的不可预料。无语沉思，生活中总是有一些眼睁睁进退两难的事情，为何，还要如此的执着？这就是爱。米夏，自从与汉娜邂逅，好像他此生就为她而来，被米夏感动，为汉娜庆幸。在这个短暂脆弱的生命里，何必对对错错恩恩怨怨反复纠缠。
书籍,0,上面大大的字写着：随书赠送精美签名海报的啊？？？怎么只收到书没有了海报啊》》？？？？？还我海报啦！！！
书籍,0,书的质量不错，印刷精美；内容可读性较强，基本没有错别字，但检察院写成了检查院，故事也过于理想化，特别是岱西与公司、王伟等人的冲突，某些情节不符合逻辑。
书籍,1,"一个朋友说过,男人一旦开始爱了,会比女人更认真。沈先非就是这样的男人。“如果我们之间有1000步的距离，你只要跨出第1步，我就会朝你的方向走其余的999步。”平淡却很MAN的告白~~~一个误会和一场意外导致了两人五年的分离。但他们的身体上有彼此的痕迹，即使走丢了，最后还能找回对方。桑渝锲而不舍的追求绝对堪比玉面小飞龙。阿正和郑微的故事在这本书里完美延续~~~"
书籍,1,《菲菲生气了》告诉孩子，生气是一种很正常的情绪反应，常常是由于自己感到受到了冒犯才引起的。书里有一个很好的比喻来说明生气时的状态：里面好像有一个大火山要爆发。有一次，我快满四岁的女儿发脾气，我就跟她讲，我觉得你里面好像有一个大火山，让我感到很不舒服，我很想躲开你，离得远远的......她听了以后，沉思了一会儿，也许是想到了书中的有关情节，明白了什么，很快就平静下来了......
书籍,0,此书与电视的热播形成巨大的反差，买它作为公司读书活动的读本，结果是没一人去读完，书写成这样子，真是令人失望．
书籍,1,这是我第一次在当当网上为书发表评论。因为我希望我的留言能够让更多人来读《动物档案》和《一只蚂蚁领着我走》。我相信会有更多爱动物和尚未发现自己爱动物、爱自然的人，能因为读了蒋子丹的这两本书，而作出更加积极的言行，共同爱护地球上的所有生灵。请你一定要读这两本书。当然，如果你读完没有一丝感动和沉思，那我只能跟您说：对不起，浪费您的时间了！您确实和我不是一路人！
书籍,1,这是一套非常红火，非常受孩子们喜欢的书，因同名的电视剧和电影的播出，书也变得非常热，孩子一直是非常喜欢。从贴纸到书，到电视剧甚至是毛绒玩具都要占为己有才安心。确实这书也是画面精美，图案逼真，对话风趣幽默，别具特色，有时候我自己闲来也会翻看一下，给自己一点轻松。唯一的缺点也是太长了，等待也是很痛苦的一件事情哦~~
书籍,0,"怎么十来天了书还不到呀,快！快！快！快！"
书籍,0,一般般，不知道为什么会卖的这么好？和＜人性的弱点＞相比，这书差的远了｀｀
书籍,1,身为三国迷，我对这本书充满期待啊，可是看了有点失望。人物太少了，而且一些人物的冠饰部分尤其怪异，比如关二爷、夏侯惇和周瑜（当然比起光荣真三无双里的人设正子公也的还是正常多了），唔，可能是我自己太缺乏娱乐精神了吧。还有，旁边配的文字太小了，而且还配英文让我觉得很怪异。不过，画面效果还是挺有冲击力的，色彩也很好。再啰嗦一句，想象中古代英雄骑马载美女都是美女坐前面，为什么书里那幅貂蝉坐在吕布马后的图，让我不自觉想到男生骑车驮着女朋友......
书籍,1,这是非常好的一本传记作品，值得一读。不仅对周作人有了较为详实而客观的了解，还能从另外一个角度对鲁迅先生有了更多解读。周作人后期的一段不光彩经历固然不容抹去，但是钱老并不因主流的定性而对周作人的一生稍加歪曲。无论我们对于一个人的评价可以有怎样的不同，但是尽最大可能还原历史的真实，以使每个人都有了解真相，并作出自已判断的机会，这是我认为这本书最让我认同的地方。
书籍,1,当初看这本书是因为好奇。也是因为自己也是做广告的。希望可以从里面学点什么来。看完后。说实话刚开始没有什么感想。就像我看完了其他任何一本言情小说，玄幻小说一类的。在想想。这书写的太幸运了。对于女主人的幸运。不是所有的人都能和朋友在一个城市里瞎混，更没有一个青梅竹马的朋友能长久的在你身边陪伴。偶尔有他们的电话短信就要痛哭零涕了。
书籍,0,这本书真的是华而不实，装祯挺好，内容一般，后悔买了
书籍,0,很肤浅，论述特别像小学生范文，还是那种很模范的议论文，总分总，中间几个例子。有种上当的感觉，不喜欢。
书籍,0,对于20几岁的女生，看这本书个人觉得似乎内容不太适合，有些过于简单，而且有些俗气，不到十分钟就都看完了。
书籍,0,我买了一套是一个很薄的破纸盒子，我同事买的就是个硬盒包装，当当能给个合理的解释吗？
书籍,1,自由是令人向往的，但是有时我们会很盲目，以为自己的自由就可以代替天下人的自由。自由是什么呢？自由是在不影响他人的自由的情况下的自由。这是一个复杂的体系，非三言两语所能解释的清楚的。但是，我们必须牢牢记住，我们的自由是得之不易的，别人的自由也是神圣不可冒犯的。在尊重自己的时候也得好好的尊重别人，这是我们获得自由的必要前提，也是我们获得自由的重要保障，没有人可以为所欲为。自由是我们人类的重要的福祉，没有自由，我们的个性将被泯灭，我们的行动将被制约，我们的财富也将由于这些而减少。社会的福利由于创造而生，由于无为而灭。谁能够承担得起这样的责任：消灭社会的财富！我们是社会的功臣，更是自己的功臣。我们劳动，生产自己善于生产的东西，交换自己不善于生产的东西，因此，社会的效率提高了。这得益于自由的环境，我们能够自由的生产自己想生产的东西。我们排斥邪恶，它使我们社会的总财富减少，因此，我们限制其自由。其目的是为了更好地发挥自由的功用。
书籍,1,"目前还未看完,但作者的确是一个很有意思的女人,呵呵,所以即便是30几岁,也离了婚,那又怎么样呢!没有人希望自己不幸福快乐;在我的周围也有几个疯癫的女子,包括我自己,虽然那种和自己对话,或跟某件物品说话的事情也经常发生,但拿着菜刀劝说自己,哭泣的时候单脚站立这样类似的事情,还从没尝试过,哈哈...有时侯,能听到自己内心的声音,真是一件神奇的事..."
书籍,0,不懂为什么有那么多人推荐，而且排行榜那么靠前。
